Corkat quo Sihar,-1,0,Talk-to ,1304,3806,0,
Duck,1839,1,Attack ,2992,3384,0,
Man,3264,2,Talk-to Attack Pickpocket ,2988,3364,0,
Drake,2004,0,,2994,3385,0,
Sir Tiffy Cashien,4687,0,Talk-to ,2997,3374,0,
Gardener,3275,4,Talk-to Attack ,3001,3384,0,
Heskel,2679,0,Talk-to Pay ,3001,3374,0,
Tool Leprechaun,0,0,Talk-to Exchange ,3005,3370,0,
Gardener,3276,3,Talk-to Attack ,3008,3383,0,
Banker,400,0,Talk-to Bank ,3010,3353,0,
Banker,400,0,Talk-to Bank ,3011,3353,0,
Banker,400,0,Talk-to Bank ,3012,3353,0,
Banker,400,0,Talk-to Bank ,3013,3353,0,
Banker,400,0,Talk-to Bank ,3014,3353,0,
Banker,400,0,Talk-to Bank ,3015,3353,0,
Garden supplier,5423,0,Talk-to Trade ,3017,3375,0,
Gardener,3275,4,Talk-to Attack ,3020,3370,0,
Guard,3269,21,Attack Pickpocket ,3036,3353,0,
Guard,3270,22,Attack Pickpocket ,3040,3354,0,
Party Pete,5792,0,Talk-to ,3047,3376,0,
Man,3265,2,Talk-to Attack Pickpocket ,3048,3367,0,
Wyson the gardener,3253,0,Talk-to ,3027,3383,0,
Giant spider,3017,2,Attack ,3069,3365,0,
Dwarf,294,11,Attack ,3024,3346,0,
Dwarf,3363,0,Talk-to ,3019,3336,0,
Dwarf,3362,0,Talk-to ,3020,3338,0,
Dwarf,3361,0,Talk-to ,3017,3341,0,
Dwarf,296,10,Attack ,3018,3332,0,
Imp,5007,2,Attack ,3017,3328,0,
Dwarf,295,11,Attack ,3011,3340,0,
Guard,3094,21,Attack Pickpocket ,3006,3321,0,
Guard,3094,21,Attack Pickpocket ,3006,3323,0,
Guard,3094,21,Attack Pickpocket ,3005,3325,0,
Imp,5007,2,Attack ,2998,3314,0,
Cow,2808,2,Attack ,3026,3312,0,
Cow,2808,2,Attack ,3175,3329,0,
Piglet,2824,0,,3019,3310,0,
Piglet,2826,0,,3019,3309,0,
Pig,2823,0,,3014,3309,0,
Pig,2822,0,,3016,3307,0,
Piglet,2825,0,,3017,3306,0,
Cow calf,2816,2,Attack ,3022,3306,0,
Rat,2854,1,Attack ,3014,3298,0,
Chicken,2819,1,Attack ,3017,3295,0,
Chicken,2820,1,Attack ,3017,3294,0,
Cow,2805,2,Attack ,3024,3303,0,
Rooster,2818,0,,3014,3292,0,
Cow,2806,2,Attack ,3025,3300,0,
Dog,111,0,,3019,3289,0,
Chicken,2821,1,Attack ,3014,3288,0,
Rat,2854,1,Attack ,3025,3298,0,
Chicken,2819,1,Attack ,3025,3287,0,
Chicken,2819,1,Attack ,3017,3286,0,
Chicken,2819,1,Attack ,3025,3286,0,
Chicken,2820,1,Attack ,3019,3284,0,
Duck,1838,1,Attack ,3016,3284,0,
Duck,1839,1,Attack ,3016,3284,0,
Chicken,2820,1,Attack ,3018,3289,0,
Highwayman,2876,5,Attack ,3000,3277,0,
Highwayman,2877,5,Attack ,3005,3273,0,
Air wizard,1559,13,Attack ,2992,3271,0,
Earth wizard,1558,13,Attack ,2993,3270,0,
Fire wizard,1556,13,Attack ,2992,3268,0,
Water wizard,1557,13,Attack ,2990,3264,0,
Malignius Mortifer,1783,0,Talk-to ,2990,3269,0,
Betty,1052,0,Talk-to Trade ,3013,3260,0,
Man,3081,2,Talk-to Attack Pickpocket ,2954,3303,0,
Master Crafter,5810,0,Talk-to ,2936,3288,0,
Cow calf,2816,2,Attack ,2936,3278,0,
Master Crafter,5812,0,Talk-to ,2935,3290,0,
Master Crafter,5811,0,Talk-to ,2930,3279,0,
Cow calf,2816,2,Attack ,2924,3287,0,
Cow,2808,2,Attack ,2923,3283,0,
,2691,0,,2923,3285,0,
Cow,2805,2,Attack ,2923,3281,0,
Imp,5007,2,Attack ,2942,3308,0,
,2691,0,,2920,3291,0,
Cow,2806,2,Attack ,2920,3285,0,
Cow,2808,2,Attack ,2919,3287,0,
Cow,2805,2,Attack ,2918,3290,0,
Hobgoblin,3286,28,Attack ,2912,3284,0,
Cow,2808,2,Attack ,2923,3279,0,
Hobgoblin,3288,28,Attack ,2909,3293,0,
Hobgoblin,3286,28,Attack ,2911,3279,0,
Hobgoblin,3288,28,Attack ,2909,3288,0,
Hobgoblin,3287,28,Attack ,2910,3291,0,
Hobgoblin,3287,28,Attack ,2915,3274,0,
Cow,2808,2,Attack ,2927,3273,0,
Cow,2805,2,Attack ,2937,3273,0,
Hobgoblin,3289,28,Attack ,2909,3291,0,
Cow,2806,2,Attack ,2931,3272,0,
Cow,2805,2,Attack ,2931,3270,0,
Hobgoblin,3286,28,Attack ,2924,3263,0,
Hobgoblin,3288,28,Attack ,2919,3259,0,
Zombie rat,3971,3,Attack ,2927,3257,0,
Zombie rat,3970,3,Attack ,2931,3255,0,
Hobgoblin,3286,28,Attack ,2910,3293,0,
Sheep,2802,0,Shear ,2916,3314,0,
Frog,3290,0,,2918,3319,0,
Sheep,2800,0,Shear ,2924,3318,0,
Make-over mage,1306,0,Talk-to Makeover ,2918,3322,0,
Sheep,2794,0,Shear ,2919,3320,0,
Ram,1262,2,Attack ,2927,3322,0,
Sheep,2794,0,Shear ,2925,3321,0,
Li'l lamb,2695,0,,2927,3323,0,
Sheep,2800,0,Shear ,2922,3324,0,
Sheep,2794,0,Shear ,2918,3325,0,
Ram,1262,2,Attack ,2920,3325,0,
Sheep,2802,0,Shear ,2927,3326,0,
Dark wizard,2059,11,Attack ,2908,3326,0,
Dark wizard,2056,23,Attack ,2909,3330,0,
Dark wizard,2056,23,Attack ,2908,3336,0,
Dark wizard,2057,22,Attack ,2908,3337,0,
Dark wizard,2056,23,Attack ,2907,3336,0,
Dark wizard,2057,22,Attack ,2906,3331,0,
Druid,3098,33,Attack ,2890,3416,0,
Druid,3098,33,Attack ,2897,3416,0,
Druid,3098,33,Attack ,2882,3422,0,
Druid,3098,33,Attack ,2894,3425,0,
Jatix,1174,0,Talk-to Trade ,2898,3426,0,
Tegid,4766,0,Talk-to ,2913,3417,0,
Druid,3098,33,Attack ,2896,3436,0,
Druid,3098,33,Attack ,2888,3438,0,
Druid,3098,33,Attack ,2901,3437,0,
Druid,3098,33,Attack ,2908,3440,0,
Druid,3098,33,Attack ,2893,3445,0,
Druid,3098,33,Attack ,2893,3445,0,
Druid,3098,33,Attack ,2891,3436,0,
Alain,2678,0,Talk-to Pay ,2930,3440,0,
The Lady of the Lake,3530,0,Talk-to ,2924,3406,0,
Druid,3098,33,Attack ,2918,3447,0,
Boy,3994,0,Talk-to ,2928,3455,0,
Druid,3098,33,Attack ,2913,3450,0,
Nora T. Hagg,3995,0,,2929,3463,0,
Druid,3098,33,Attack ,2905,3450,0,
Druid,3098,33,Attack ,2897,3447,0,
Sylas,5118,0,Talk-to ,2892,3453,0,
Gaius,1173,0,Talk-to Trade ,2886,3450,0,
Druid,3098,33,Attack ,2882,3435,0,
Young impling,1636,0,Catch ,2915,3477,0,
Druid,3098,33,Attack ,2916,3485,0,
Kaqemeex,5045,0,Talk-to ,2923,3484,0,
