Bronze pickaxe,1265,1,3009,3342,0,
Bronze pickaxe,1265,1,3009,3342,0,
Bronze pickaxe,1265,1,3009,3342,0,
Bronze pickaxe,1265,1,3009,3342,0,
Spade,952,1,2981,3370,0,
Spade,952,1,2981,3370,0,
Bronze pickaxe,1265,1,3009,3342,0,
Bronze arrow,882,2,2944,3332,0,
Bronze arrow,882,2,2944,3332,0,
Spade,952,1,2981,3370,0,
Bronze arrow,882,2,2944,3332,0,
Bracelet mould,11065,1,2928,3289,0,
Amulet mould,1595,1,2928,3290,0,
Jug,1935,1,2936,3292,0,
Jug,1935,1,2936,3292,0,
Bracelet mould,11065,1,2928,3289,0,
Amulet mould,1595,1,2928,3290,0,
Swamp toad,2150,1,2907,3394,0,
Swamp toad,2150,1,2903,3400,0,
Cup of tea,1978,1,2886,3412,0,
King worm,2162,1,2896,3414,0,
Swamp toad,2150,1,2908,3410,0,
Cup of tea,1978,1,2903,3441,0,
Shortbow,841,1,2914,3439,1,
Cup of tea,1978,1,2886,3412,0,
King worm,2162,1,2896,3414,0,
Swamp toad,2150,1,2903,3400,0,
Cup of tea,1978,1,2903,3441,0,
Swamp toad,2150,1,2908,3410,0,
Swamp toad,2150,1,2907,3394,0,
Blue dragon scale,243,1,2902,9784,0,
Blue dragon scale,243,1,2902,9806,0,
Blue dragon scale,243,1,2905,9778,0,
Blue dragon scale,243,1,2905,9801,0,
Blue dragon scale,243,1,2906,9796,0,
Bones,526,1,2906,9823,0,
Coins,995,5,2907,9807,0,
Blue dragon scale,243,1,2908,9789,0,
Bones,526,1,2908,9794,0,
Blue dragon scale,243,1,2908,9805,0,
Coins,995,1,2909,9800,0,
Blue dragon scale,243,1,2910,9782,0,
Bones,526,1,2910,9797,0,
Coins,995,8,2910,9803,0,
Blue dragon scale,243,1,2910,9809,0,
Bones,526,1,2904,9826,0,
Bones,526,1,2906,9825,0,
Bones,526,1,2907,9824,0,
Bones,526,1,2910,9825,0,
Blue dragon scale,243,1,2891,9816,1,
Blue dragon scale,243,1,2902,9806,0,
Bones,526,1,2904,9826,0,
Blue dragon scale,243,1,2905,9801,0,
Bones,526,1,2906,9823,0,
Bones,526,1,2906,9825,0,
Coins,995,5,2907,9807,0,
Bones,526,1,2907,9824,0,
Blue dragon scale,243,1,2908,9805,0,
Coins,995,1,2909,9800,0,
Coins,995,8,2910,9803,0,
Blue dragon scale,243,1,2910,9809,0,
Bones,526,1,2910,9825,0,
Coins,995,1,2914,9849,0,
Coins,995,1,2917,9850,0,
Dwarven stout,1913,1,2870,9878,0,
Coins,995,1,2934,9834,0,
Bones,526,1,2906,9823,0,
Coins,995,1,2922,9819,0,
Blue dragon scale,243,1,2910,9809,0,
Blue dragon scale,243,1,2902,9806,0,
Blue dragon scale,243,1,2905,9801,0,
Coins,995,5,2907,9807,0,
Blue dragon scale,243,1,2908,9805,0,
Coins,995,1,2909,9800,0,
Coins,995,8,2910,9803,0,
Coins,995,4,2912,9801,0,
Coins,995,6,2913,9806,0,
Bones,526,1,2924,9801,0,
Bones,526,1,2924,9804,0,
Bones,526,1,2926,9801,0,
Bones,526,1,2927,9805,0,
Bones,526,1,2929,9807,0,
Bones,526,1,2929,9807,0,
Coins,995,1,2934,9834,0,
Blue dragon scale,243,1,2906,9796,0,
Bones,526,1,2908,9794,0,
Bones,526,1,2910,9797,0,
Bones,526,1,2914,9796,0,
Bones,526,1,2917,9796,0,
Bones,526,1,2930,9794,0,
Bones,526,1,2932,9792,0,
Bones,526,1,2935,9799,0,
Bones,526,1,2938,9792,0,
Bones,526,1,2938,9796,0,
Coins,995,1,2914,9849,0,
Coins,995,1,2917,9850,0,
Coins,995,4,2912,9801,0,
Coins,995,6,2913,9806,0,
Bones,526,1,2924,9801,0,
Bones,526,1,2924,9804,0,
Bones,526,1,2926,9801,0,
Bones,526,1,2927,9805,0,
Bones,526,1,2929,9807,0,
Bones,526,1,2914,9796,0,
Bones,526,1,2917,9796,0,
Bones,526,1,2930,9794,0,
Bones,526,1,2932,9792,0,
Bones,526,1,2935,9799,0,
Bones,526,1,2938,9792,0,
Bones,526,1,2938,9796,0,
Blue dragon scale,243,1,2912,9786,0,
Blue dragon scale,243,1,2919,9787,0,
Blue dragon scale,243,1,2924,9791,0,
Bones,526,1,2966,9772,0,
Bones,526,1,2968,9771,0,
Blue dragon scale,243,1,2924,9791,0,
Bones,526,1,2924,9801,0,
Bones,526,1,2924,9804,0,
Bones,526,1,2926,9801,0,
Bones,526,1,2927,9805,0,
Blue dragon scale,243,1,2912,9786,0,
Bones,526,1,2914,9796,0,
Bones,526,1,2917,9796,0,
Blue dragon scale,243,1,2919,9787,0,
Coins,995,4,2912,9801,0,
Coins,995,6,2913,9806,0,
Bones,526,1,2924,9801,0,
Bones,526,1,2924,9804,0,
Bones,526,1,2926,9801,0,
Bones,526,1,2927,9805,0,
Bones,526,1,2929,9807,0,
Blue dragon scale,243,1,2905,9778,0,
Blue dragon scale,243,1,2905,9801,0,
Blue dragon scale,243,1,2906,9796,0,
Coins,995,5,2907,9807,0,
Blue dragon scale,243,1,2908,9789,0,
Bones,526,1,2908,9794,0,
Blue dragon scale,243,1,2908,9805,0,
Coins,995,1,2909,9800,0,
Blue dragon scale,243,1,2910,9782,0,
Bones,526,1,2910,9797,0,
Coins,995,8,2910,9803,0,
Dusty key,1590,1,2900,9766,0,
Dusty key,1590,1,2900,9766,0,
Blue dragon scale,243,1,2905,9778,0,
Blue dragon scale,243,1,2910,9782,0,
Dusty key,1590,1,2900,9766,0,
Blue dragon scale,243,1,2902,9784,0,
Blue dragon scale,243,1,2908,9789,0,
Blue dragon scale,243,1,2912,9786,0,
Blue dragon scale,243,1,2919,9787,0,
Blue dragon scale,243,1,2924,9791,0,
Blue dragon scale,243,1,2902,9784,0,
Blue dragon scale,243,1,2908,9789,0,
Blue dragon scale,243,1,2912,9786,0,
Blue dragon scale,243,1,2919,9787,0,
Blue dragon scale,243,1,2924,9791,0,
Blue dragon scale,243,1,2905,9801,0,
Blue dragon scale,243,1,2906,9796,0,
Coins,995,5,2907,9807,0,
Bones,526,1,2908,9794,0,
Blue dragon scale,243,1,2908,9805,0,
Coins,995,1,2909,9800,0,
Bones,526,1,2910,9797,0,
Coins,995,8,2910,9803,0,
Coins,995,4,2912,9801,0,
Coins,995,6,2913,9806,0,
Bones,526,1,2914,9796,0,
Bones,526,1,2917,9796,0,
Bones,526,1,2924,9801,0,
Bones,526,1,2924,9804,0,
Bones,526,1,2926,9801,0,
Bones,526,1,2927,9805,0,
Bones,526,1,2929,9807,0,
Bones,526,1,2930,9794,0,
Bones,526,1,2932,9792,0,
Bones,526,1,2935,9799,0,
Bones,526,1,2938,9792,0,
Bones,526,1,2938,9796,0,
Blue dragon scale,243,1,2910,9809,0,
Bones,526,1,2906,9823,0,
Coins,995,1,2922,9819,0,
Bones,526,1,2904,9826,0,
Bones,526,1,2906,9825,0,
Bones,526,1,2907,9824,0,
Bones,526,1,2910,9825,0,
Coins,995,1,2934,9834,0,
Coins,995,1,2914,9849,0,
Coins,995,1,2917,9850,0,
Bones,526,1,2904,9826,0,
Blue dragon scale,243,1,2905,9801,0,
Bones,526,1,2906,9823,0,
Bones,526,1,2906,9825,0,
Coins,995,5,2907,9807,0,
Bones,526,1,2907,9824,0,
Blue dragon scale,243,1,2908,9805,0,
Coins,995,1,2909,9800,0,
Coins,995,8,2910,9803,0,
Blue dragon scale,243,1,2910,9809,0,
Bones,526,1,2910,9825,0,
Blue dragon scale,243,1,2906,9796,0,
Bones,526,1,2908,9794,0,
Bones,526,1,2910,9797,0,
Bones,526,1,2914,9796,0,
Bones,526,1,2917,9796,0,
Bones,526,1,2930,9794,0,
Bones,526,1,2932,9792,0,
Bones,526,1,2935,9799,0,
Bones,526,1,2938,9792,0,
Bones,526,1,2938,9796,0,
Blue dragon scale,243,1,2902,9806,0,
Coins,995,1,2914,9849,0,
Coins,995,1,2917,9850,0,
Blue dragon scale,243,1,2906,9796,0,
Bones,526,1,2908,9794,0,
Bones,526,1,2910,9797,0,
Blue dragon scale,243,1,2891,9816,1,
Blue dragon scale,243,1,2925,9813,1,
Blue dragon scale,243,1,2945,9815,1,
Blue dragon scale,243,1,2954,9828,1,
Blue dragon scale,243,1,2956,9818,1,
Blue dragon scale,243,1,2891,9816,1,
Blue dragon scale,243,1,2902,9784,0,
Blue dragon scale,243,1,2902,9806,0,
Bones,526,1,2904,9826,0,
Blue dragon scale,243,1,2905,9801,0,
Blue dragon scale,243,1,2906,9796,0,
Bones,526,1,2906,9823,0,
Bones,526,1,2906,9825,0,
Coins,995,5,2907,9807,0,
Bones,526,1,2907,9824,0,
Blue dragon scale,243,1,2908,9789,0,
Bones,526,1,2908,9794,0,
Blue dragon scale,243,1,2908,9805,0,
Coins,995,1,2909,9800,0,
Bones,526,1,2910,9797,0,
Coins,995,8,2910,9803,0,
Blue dragon scale,243,1,2910,9809,0,
Bones,526,1,2910,9825,0,
Blue dragon scale,243,1,2912,9786,0,
Coins,995,4,2912,9801,0,
Coins,995,6,2913,9806,0,
Bones,526,1,2914,9796,0,
Bones,526,1,2917,9796,0,
Blue dragon scale,243,1,2919,9787,0,
Coins,995,1,2922,9819,0,
Blue dragon scale,243,1,2924,9791,0,
Bones,526,1,2924,9801,0,
Bones,526,1,2924,9804,0,
Bones,526,1,2926,9801,0,
Bones,526,1,2927,9805,0,
Bones,526,1,2929,9807,0,
Bones,526,1,2930,9794,0,
Bones,526,1,2932,9792,0,
Coins,995,1,2934,9834,0,
Bones,526,1,2935,9799,0,
Blue dragon scale,243,1,2905,9778,0,
Blue dragon scale,243,1,2910,9782,0,
Bones,526,1,2938,9792,0,
Bones,526,1,2938,9796,0,
Dusty key,1590,1,2900,9766,0,
Bones,526,1,2938,9792,0,
Bones,526,1,2938,9796,0,
Bones,526,1,2906,9823,0,
Coins,995,1,2922,9819,0,
Dusty key,1590,1,2900,9766,0,
Bones,526,1,2857,9746,0,
Bones,526,1,2857,9751,0,
Bones,526,1,2859,9746,0,
Bones,526,1,2829,9764,0,
Bones,526,1,2831,9766,0,
Bones,526,1,2829,9764,0,
Bones,526,1,2831,9766,0,
Dwarven stout,1913,1,2861,9878,0,
Dwarven stout,1913,1,2863,9875,0,
Dwarven stout,1913,1,2870,9878,0,
Dwarven stout,1913,1,2861,9878,0,
Dwarven stout,1913,1,2863,9875,0,
Dwarven stout,1913,1,2870,9878,0,
Blue dragon scale,243,1,2902,9784,0,
Blue dragon scale,243,1,2902,9806,0,
Bones,526,1,2904,9826,0,
Blue dragon scale,243,1,2905,9801,0,
Blue dragon scale,243,1,2906,9796,0,
Bones,526,1,2906,9823,0,
Bones,526,1,2906,9825,0,
Coins,995,5,2907,9807,0,
Bones,526,1,2907,9824,0,
Blue dragon scale,243,1,2908,9789,0,
Bones,526,1,2908,9794,0,
Blue dragon scale,243,1,2908,9805,0,
Coins,995,1,2909,9800,0,
Bones,526,1,2910,9797,0,
Coins,995,8,2910,9803,0,
Blue dragon scale,243,1,2910,9809,0,
Bones,526,1,2910,9825,0,
Blue dragon scale,243,1,2905,9778,0,
Blue dragon scale,243,1,2910,9782,0,
Cup of tea,1978,1,2886,3412,0,
King worm,2162,1,2896,3414,0,
Swamp toad,2150,1,2903,3400,0,
Swamp toad,2150,1,2907,3394,0,
Swamp toad,2150,1,2908,3410,0,
Cup of tea,1978,1,2903,3441,0,
Knife,946,1,2820,3450,0,
Bucket of water,1929,1,2820,3452,0,
Burnt fish,357,1,2820,3453,0,
Pie dish,2313,1,2820,3455,0,
Bucket of water,1929,1,2823,3449,0,
Knife,946,1,2820,3450,0,
Bucket of water,1929,1,2820,3452,0,
Burnt fish,357,1,2820,3453,0,
Pie dish,2313,1,2820,3455,0,
Bucket of water,1929,1,2823,3449,0,
Insect repellent,28,1,2807,3450,0,
Dwarven stout,1913,1,2861,9878,0,
Dwarven stout,1913,1,2863,9875,0,
Dwarven stout,1913,1,2870,9878,0,
Diary,2408,1,2903,3471,0,
Dwarven stout,1913,1,2861,9878,0,
Dwarven stout,1913,1,2863,9875,0,
Dwarven stout,1913,1,2870,9878,0,
Insect repellent,28,1,2807,3450,0,
Knife,946,1,2820,3450,0,
Bucket of water,1929,1,2820,3452,0,
Burnt fish,357,1,2820,3453,0,
Pie dish,2313,1,2820,3455,0,
Bucket of water,1929,1,2823,3449,0,
Bucket,1925,1,2766,3441,0,
Fire rune,554,2,2768,3500,1,
Fire rune,554,2,2768,3500,1,
Fire rune,554,2,2768,3500,1,
Garlic,1550,1,2714,3478,0,
Knife,946,1,2704,3475,0,
Knife,946,1,2704,3475,0,
Knife,946,1,2704,3475,0,
Garlic,1550,1,2714,3478,0,
Dwellberries,2126,1,2664,3476,0,
Dwellberries,2126,1,2667,3494,0,
Dwellberries,2126,1,2645,3498,0,
Dwellberries,2126,1,2633,3496,0,
Dwellberries,2126,1,2638,3479,0,
Dwellberries,2126,1,2664,3476,0,
Dwellberries,2126,1,2638,3479,0,
Dwellberries,2126,1,2633,3496,0,
Dwellberries,2126,1,2638,3479,0,
Dwellberries,2126,1,2645,3498,0,
Glassblowing pipe,1785,1,2652,3454,0,
Oak shield,22251,1,2656,3424,0,
Broken arrow,687,1,2657,3424,0,
Dwellberries,2126,1,2664,3476,0,
Broken arrow,687,1,2665,3424,0,
Broken arrow,687,1,2670,3424,0,
Broken arrow,687,1,2670,3437,0,
Bronze arrowtips,39,1,2672,3433,0,
Broken arrow,687,1,2673,3428,0,
Broken arrow,687,1,2676,3431,0,
Broken arrow,687,1,2677,3425,0,
Bronze arrow,882,1,2678,3426,0,
Longbow,839,1,2678,3427,0,
Damaged armour,697,1,2679,3425,0,
Broken arrow,687,1,2668,3419,0,
Broken arrow,687,1,2672,3421,0,
Broken arrow,687,1,2677,3422,0,
Bowl,1923,1,2667,3387,0,
Bronze arrow,882,1,2680,3424,0,
Mithril arrow,888,1,2681,3426,0,
Knife,946,1,2700,3407,0,
Cooking apple,1955,1,2645,3363,0,
Knife,946,1,2700,3407,0,
Papyrus,970,1,2724,3367,0,
Papyrus,970,1,2724,3367,0,
Iron mace,1420,1,2675,3299,0,
Guide book,1856,1,2638,3292,0,
Garlic,1550,1,2646,3299,0,
Chisel,1755,1,2683,3318,0,
Hammer,2347,1,2684,3318,0,
Guide book,1856,1,2638,3292,0,
Garlic,1550,1,2646,3299,0,
Iron mace,1420,1,2675,3299,0,
Chisel,1755,1,2683,3318,0,
Hammer,2347,1,2684,3318,0,
Iron mace,1420,1,2675,3299,0,
Chisel,1755,1,2683,3318,0,
Hammer,2347,1,2684,3318,0,
Iron mace,1420,1,2675,3299,0,
Garlic,1550,1,2646,3299,0,
Garlic,1550,1,2646,3299,0,
Iron mace,1420,1,2675,3299,0,
Chisel,1755,1,2683,3318,0,
Hammer,2347,1,2684,3318,0,
Garlic,1550,1,2646,3299,0,
Iron mace,1420,1,2675,3299,0,
Pigeon cage,424,1,2618,3323,0,
Pigeon cage,424,1,2618,3324,0,
Pigeon cage,424,1,2618,3325,0,
Cooking apple,1955,1,2645,3363,0,
Lobster pot,301,1,2608,3397,0,
Cattleprod,278,1,2604,3357,0,
Big fishing net,305,1,2605,3395,0,
Harpoon,311,1,2605,3396,0,
Lever,83,1,2637,9819,0,
Lever,83,1,2637,9819,0,
Big fishing net,305,1,2605,3395,0,
Harpoon,311,1,2605,3396,0,
Lobster pot,301,1,2608,3397,0,
Cooking apple,1955,1,2645,3363,0,
Big fishing net,305,1,2605,3395,0,
Harpoon,311,1,2605,3396,0,
Hammer,2347,1,2579,3463,0,
Hammer,2347,1,2579,3463,0,
Hammer,2347,1,2579,3463,0,
Beer,1917,1,2517,3378,0,
Beer,1917,1,2521,3379,0,
Cattleprod,278,1,2604,3357,0,
Big fishing net,305,1,2605,3395,0,
Harpoon,311,1,2605,3396,0,
Bucket,1925,1,2564,3332,0,
Spade,952,1,2566,3330,0,
Picture,1510,1,2576,3334,0,
Rotten apple,1984,1,2549,3332,0,
Rotten apple,1984,1,2535,3333,0,
Picture,1510,1,2576,3334,0,
Rotten apple,1984,1,2535,3333,0,
Chisel,1755,1,2543,3287,0,
Knife,946,1,2543,3288,0,
Black scimitar,1327,1,2572,3284,1,
Black scimitar,1327,1,2572,3284,1,
Purple dye,1773,1,2563,3261,0,
Chisel,1755,1,2543,3287,0,
Knife,946,1,2543,3288,0,
Rotten apple,1984,1,2535,3333,0,
Rotten apple,1984,1,2549,3332,0,
Rotten apple,1984,1,2549,3332,0,
Knife,946,1,2543,3288,0,
Chisel,1755,1,2543,3287,0,
Jangerberries,247,1,2512,3080,0,
Bones,526,1,2513,3085,0,
Bones,526,1,2516,3084,0,
Jangerberries,247,1,2516,3086,0,
Jangerberries,247,1,2517,3082,0,
Lit candle,33,1,2547,3114,0,
Plank,960,1,2550,3575,0,
Plank,960,1,2553,3576,0,
Plank,960,1,2554,3575,0,
Plank,960,1,2556,3573,0,
Jangerberries,247,1,2512,3080,0,
Bones,526,1,2513,3085,0,
Bones,526,1,2516,3084,0,
Jangerberries,247,1,2516,3086,0,
Jangerberries,247,1,2517,3082,0,
Lit candle,33,1,2547,3114,0,
Cocktail shaker,2025,1,2449,3510,1,
Cocktail glass,2026,1,2483,3482,1,
Cocktail glass,2026,1,2489,3489,1,
Cocktail shaker,2025,1,2449,3510,1,
Cocktail glass,2026,1,2483,3482,1,
Cocktail glass,2026,1,2489,3489,1,
Cocktail shaker,2025,1,2449,3510,1,
Cocktail glass,2026,1,2483,3482,1,
Cocktail glass,2026,1,2489,3489,1,
Swamp toad,2150,1,2424,3514,0,
Swamp toad,2150,1,2424,3517,0,
King worm,2162,1,2425,3515,0,
King worm,2162,1,2426,3507,0,
King worm,2162,1,2427,3508,0,
Swamp toad,2150,1,2428,3510,0,
King worm,2162,1,2408,3515,0,
King worm,2162,1,2408,3518,0,
Swamp toad,2150,1,2409,3514,0,
Swamp toad,2150,1,2411,3512,0,
Swamp toad,2150,1,2412,3519,0,
Swamp toad,2150,1,2413,3511,0,
King worm,2162,1,2414,3510,0,
King worm,2162,1,2414,3518,0,
King worm,2162,1,2415,3511,0,
King worm,2162,1,2415,3517,0,
Swamp toad,2150,1,2415,3518,0,
Swamp toad,2150,1,2416,3512,0,
Swamp toad,2150,1,2417,3508,0,
Swamp toad,2150,1,2417,3512,0,
Swamp toad,2150,1,2417,3515,0,
Swamp toad,2150,1,2417,3516,0,
Swamp toad,2150,1,2418,3511,0,
Swamp toad,2150,1,2418,3517,0,
King worm,2162,1,2419,3511,0,
Swamp toad,2150,1,2421,3509,0,
Swamp toad,2150,1,2421,3519,0,
Swamp toad,2150,1,2407,3516,0,
Swamp toad,2150,1,2407,3516,0,
King worm,2162,1,2408,3515,0,
King worm,2162,1,2408,3518,0,
Swamp toad,2150,1,2409,3514,0,
Swamp toad,2150,1,2411,3512,0,
Swamp toad,2150,1,2412,3519,0,
Swamp toad,2150,1,2413,3511,0,
King worm,2162,1,2414,3510,0,
King worm,2162,1,2414,3518,0,
King worm,2162,1,2415,3511,0,
King worm,2162,1,2415,3517,0,
Swamp toad,2150,1,2415,3518,0,
Swamp toad,2150,1,2416,3512,0,
Swamp toad,2150,1,2417,3508,0,
Swamp toad,2150,1,2417,3512,0,
Swamp toad,2150,1,2417,3515,0,
Swamp toad,2150,1,2417,3516,0,
Swamp toad,2150,1,2418,3511,0,
Swamp toad,2150,1,2418,3517,0,
King worm,2162,1,2419,3511,0,
Swamp toad,2150,1,2421,3509,0,
Swamp toad,2150,1,2421,3519,0,
Swamp toad,2150,1,2407,3516,0,
Swamp toad,2150,1,2381,3414,0,
Swamp toad,2150,1,2382,3412,0,
Swamp toad,2150,1,2388,3410,0,
Swamp toad,2150,1,2399,3406,0,
Swamp toad,2150,1,2401,3404,0,
Swamp toad,2150,1,2406,3405,0,
Swamp toad,2150,1,2408,3408,0,
Swamp toad,2150,1,2408,3408,0,
Premade choc s'dy,2030,1,2411,9818,0,
Swamp toad,2150,1,2381,3414,0,
Swamp toad,2150,1,2382,3412,0,
Swamp toad,2150,1,2388,3410,0,
Swamp toad,2150,1,2399,3406,0,
Swamp toad,2150,1,2401,3404,0,
Swamp toad,2150,1,2406,3405,0,
Swamp toad,2150,1,2408,3408,0,
Lit candle,33,1,2547,3114,0,
Jug of water,1937,1,2568,3102,0,
Big fishing net,305,1,2605,3395,0,
Harpoon,311,1,2605,3396,0,
